Library,month,enquiries
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-06,3060
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-07,3122
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-08,3380
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-09,2419
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-10,2479
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-11,2724
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-02,1660
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-03,1660
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-04,1660
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-05,2071
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-06,2071
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-07,2071
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-08,1421
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-09,1421
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-10,1421
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-11,1183
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-12,1183
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-01,1183
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-02,2271
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-03,2271
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-04,484
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-05,350
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-06,314
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-07,298
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-08,435
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-09,548
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-10,357
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-11,1826
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-12,1419
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-01,1903
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-02,1869
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-03,2073
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-04,1606
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-05,1778
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-06,1678
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-07,1664
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-08,1815
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-09,1712
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-10,1775
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-11,1703
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-12,1385
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-01,1881
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-02,1895
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-03,1635
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-04,1502
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-05,1225
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-06,1428
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-07,1704
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-08,1895
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-09,1640
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-10,1348
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-11,1315
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-12,832
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-01,1248
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-02,1305
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-03,1227
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-04,1158
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-05,989
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-06,944
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-07,588
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-08,692
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-09,601
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-10,600
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-11,542
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-12,404
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-01,552
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-02,521
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-03,447
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-04,468
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-05,324
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-06,249
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-07,386
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-08,458
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-09,531
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-10,537
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-11,597
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-12,401
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-01,395
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-02,695
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-03,423
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-04,466
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-05,308
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-06,286
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-07,587
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-08,385
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-09,567
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-10,492
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-11,365
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-12,254
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-01,471
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-02,370
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-03,430
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-04,549
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-05,537
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-06,698
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-07,527
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-08,846
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-09,643
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-10,653
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-11,513
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-04,2128
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-05,2518
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-06,2518
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-07,2518
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-08,1287
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-09,1287
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-10,1287
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-11,1408
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-12,1408
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-01,1408
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-02,1248
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-03,1248
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-04,1248
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-05,1530
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-06,1530
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-07,1530
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-08,732
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-09,732
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-10,732
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-11,672
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-12,672
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-01,672
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-02,1183
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-03,1183
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-04,379
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-05,457
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-06,511
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-07,425
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-08,397
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-09,338
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-10,251
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-11,1655
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-12,1407
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-01,1950
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-02,1578
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-03,416
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-06,2320
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-07,1554
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-08,1431
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-09,1423
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-10,1582
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-11,1436
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-12,1025
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-01,1626
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-02,1433
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-03,1547
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-04,1388
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-05,1447
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-06,1094
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-07,1395
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-08,1583
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-09,1307
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-10,1742
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-11,1748
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-12,1193
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-01,1446
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-02,1503
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-03,1530
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-04,2036
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-05,2307
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-06,1487
http://datadock.io/kal/data/id/resource/library/Kenton,2008-04,1365
http://datadock.io/kal/data/id/resource/library/Kenton,2008-05,1079
http://datadock.io/kal/data/id/resource/library/Kenton,2008-06,1079
http://datadock.io/kal/data/id/resource/library/Kenton,2008-07,1079
http://datadock.io/kal/data/id/resource/library/Kenton,2008-08,1634
http://datadock.io/kal/data/id/resource/library/Kenton,2008-09,1634
http://datadock.io/kal/data/id/resource/library/Kenton,2008-10,1634
http://datadock.io/kal/data/id/resource/library/Kenton,2008-11,1218
http://datadock.io/kal/data/id/resource/library/Kenton,2008-12,1218
http://datadock.io/kal/data/id/resource/library/Kenton,2009-01,1218
http://datadock.io/kal/data/id/resource/library/Kenton,2009-02,1300
http://datadock.io/kal/data/id/resource/library/Kenton,2009-03,1300
http://datadock.io/kal/data/id/resource/library/Kenton,2009-04,1300
http://datadock.io/kal/data/id/resource/library/Kenton,2009-05,1278
http://datadock.io/kal/data/id/resource/library/Kenton,2009-06,1278
http://datadock.io/kal/data/id/resource/library/Kenton,2009-07,1278
http://datadock.io/kal/data/id/resource/library/Kenton,2009-08,1153
http://datadock.io/kal/data/id/resource/library/Kenton,2009-09,1153
http://datadock.io/kal/data/id/resource/library/Kenton,2009-10,1153
http://datadock.io/kal/data/id/resource/library/Kenton,2009-11,1430
http://datadock.io/kal/data/id/resource/library/Kenton,2009-12,1430
http://datadock.io/kal/data/id/resource/library/Kenton,2010-01,1430
http://datadock.io/kal/data/id/resource/library/Kenton,2010-02,1369
http://datadock.io/kal/data/id/resource/library/Kenton,2010-03,1369
http://datadock.io/kal/data/id/resource/library/Kenton,2010-04,361
http://datadock.io/kal/data/id/resource/library/Kenton,2010-05,375
http://datadock.io/kal/data/id/resource/library/Kenton,2010-06,310
http://datadock.io/kal/data/id/resource/library/Kenton,2010-07,885
http://datadock.io/kal/data/id/resource/library/Kenton,2010-08,972
http://datadock.io/kal/data/id/resource/library/Kenton,2010-09,1035
http://datadock.io/kal/data/id/resource/library/Kenton,2010-10,758
http://datadock.io/kal/data/id/resource/library/Kenton,2010-11,2423
http://datadock.io/kal/data/id/resource/library/Kenton,2010-12,1542
http://datadock.io/kal/data/id/resource/library/Kenton,2011-01,1895
http://datadock.io/kal/data/id/resource/library/Kenton,2011-02,2044
http://datadock.io/kal/data/id/resource/library/Kenton,2011-03,2078
http://datadock.io/kal/data/id/resource/library/Kenton,2011-04,1612
http://datadock.io/kal/data/id/resource/library/Kenton,2011-05,2308
http://datadock.io/kal/data/id/resource/library/Kenton,2011-06,2844
http://datadock.io/kal/data/id/resource/library/Kenton,2011-07,2647
http://datadock.io/kal/data/id/resource/library/Kenton,2011-08,2756
http://datadock.io/kal/data/id/resource/library/Kenton,2011-09,2313
http://datadock.io/kal/data/id/resource/library/Kenton,2011-10,2362
http://datadock.io/kal/data/id/resource/library/Kenton,2011-11,1979
http://datadock.io/kal/data/id/resource/library/Kenton,2011-12,1798
http://datadock.io/kal/data/id/resource/library/Kenton,2012-01,2183
http://datadock.io/kal/data/id/resource/library/Kenton,2012-02,1731
http://datadock.io/kal/data/id/resource/library/Kenton,2012-03,1772
http://datadock.io/kal/data/id/resource/library/Kenton,2012-04,1670
http://datadock.io/kal/data/id/resource/library/Kenton,2012-05,1976
http://datadock.io/kal/data/id/resource/library/Kenton,2012-06,2121
http://datadock.io/kal/data/id/resource/library/Kenton,2012-07,1489
http://datadock.io/kal/data/id/resource/library/Kenton,2012-08,2320
http://datadock.io/kal/data/id/resource/library/Kenton,2012-09,1840
http://datadock.io/kal/data/id/resource/library/Kenton,2012-10,2045
http://datadock.io/kal/data/id/resource/library/Kenton,2012-11,1510
http://datadock.io/kal/data/id/resource/library/Kenton,2012-12,1239
http://datadock.io/kal/data/id/resource/library/Kenton,2013-01,1832
http://datadock.io/kal/data/id/resource/library/Kenton,2013-02,1867
http://datadock.io/kal/data/id/resource/library/Kenton,2013-03,1844
http://datadock.io/kal/data/id/resource/library/Kenton,2013-04,2274
http://datadock.io/kal/data/id/resource/library/Kenton,2013-05,1608
http://datadock.io/kal/data/id/resource/library/Kenton,2013-06,1703
http://datadock.io/kal/data/id/resource/library/Kenton,2013-07,2268
http://datadock.io/kal/data/id/resource/library/Kenton,2013-08,2488
http://datadock.io/kal/data/id/resource/library/Kenton,2013-09,2113
http://datadock.io/kal/data/id/resource/library/Kenton,2013-10,2005
http://datadock.io/kal/data/id/resource/library/Kenton,2013-11,1890
http://datadock.io/kal/data/id/resource/library/Kenton,2013-12,1602
http://datadock.io/kal/data/id/resource/library/Kenton,2014-01,1929
http://datadock.io/kal/data/id/resource/library/Kenton,2014-02,1804
http://datadock.io/kal/data/id/resource/library/Kenton,2014-03,2024
http://datadock.io/kal/data/id/resource/library/Kenton,2014-04,1674
http://datadock.io/kal/data/id/resource/library/Kenton,2014-05,1570
http://datadock.io/kal/data/id/resource/library/Kenton,2014-06,1495
http://datadock.io/kal/data/id/resource/library/Kenton,2014-07,1016
http://datadock.io/kal/data/id/resource/library/Kenton,2014-08,1838
http://datadock.io/kal/data/id/resource/library/Kenton,2014-09,1949
http://datadock.io/kal/data/id/resource/library/Kenton,2014-10,2039
http://datadock.io/kal/data/id/resource/library/Kenton,2014-11,1864
http://datadock.io/kal/data/id/resource/library/Kenton,2014-12,1427
http://datadock.io/kal/data/id/resource/library/Kenton,2015-01,2433
http://datadock.io/kal/data/id/resource/library/Kenton,2015-02,1853
http://datadock.io/kal/data/id/resource/library/Kenton,2015-03,2646
http://datadock.io/kal/data/id/resource/library/Kenton,2015-04,2143
http://datadock.io/kal/data/id/resource/library/Kenton,2015-05,1575
http://datadock.io/kal/data/id/resource/library/Kenton,2015-06,2709
http://datadock.io/kal/data/id/resource/library/Kenton,2015-07,1978
http://datadock.io/kal/data/id/resource/library/Kenton,2015-08,3493
http://datadock.io/kal/data/id/resource/library/Kenton,2015-09,75
http://datadock.io/kal/data/id/resource/library/Kenton,2015-10,1899
http://datadock.io/kal/data/id/resource/library/Kenton,2015-11,1960
http://datadock.io/kal/data/id/resource/library/Kenton,2015-12,1508
http://datadock.io/kal/data/id/resource/library/Kenton,2016-01,876
http://datadock.io/kal/data/id/resource/library/Kenton,2016-02,1506
http://datadock.io/kal/data/id/resource/library/Kenton,2016-03,2107
http://datadock.io/kal/data/id/resource/library/Kenton,2016-04,2399
http://datadock.io/kal/data/id/resource/library/Kenton,2016-05,1001
http://datadock.io/kal/data/id/resource/library/Kenton,2016-06,426
http://datadock.io/kal/data/id/resource/library/Kenton,2016-07,499
http://datadock.io/kal/data/id/resource/library/Kenton,2016-08,896
http://datadock.io/kal/data/id/resource/library/Kenton,2016-09,1091
http://datadock.io/kal/data/id/resource/library/Kenton,2016-10,525
http://datadock.io/kal/data/id/resource/library/Kenton,2016-11,390
http://datadock.io/kal/data/id/resource/library/Mobile,2008-04,654
http://datadock.io/kal/data/id/resource/library/Mobile,2008-05,824
http://datadock.io/kal/data/id/resource/library/Mobile,2008-06,824
http://datadock.io/kal/data/id/resource/library/Mobile,2008-07,824
http://datadock.io/kal/data/id/resource/library/Mobile,2008-11,862
http://datadock.io/kal/data/id/resource/library/Mobile,2008-12,862
http://datadock.io/kal/data/id/resource/library/Mobile,2009-01,862
http://datadock.io/kal/data/id/resource/library/Mobile,2009-02,732
http://datadock.io/kal/data/id/resource/library/Mobile,2009-03,732
http://datadock.io/kal/data/id/resource/library/Mobile,2009-04,732
http://datadock.io/kal/data/id/resource/library/Mobile,2009-05,698
http://datadock.io/kal/data/id/resource/library/Mobile,2009-06,698
http://datadock.io/kal/data/id/resource/library/Mobile,2009-07,698
http://datadock.io/kal/data/id/resource/library/Mobile,2009-08,256
http://datadock.io/kal/data/id/resource/library/Mobile,2009-09,256
http://datadock.io/kal/data/id/resource/library/Mobile,2009-10,256
http://datadock.io/kal/data/id/resource/library/Mobile,2009-11,225
http://datadock.io/kal/data/id/resource/library/Mobile,2009-12,225
http://datadock.io/kal/data/id/resource/library/Mobile,2010-01,225
http://datadock.io/kal/data/id/resource/library/Mobile,2010-02,234
http://datadock.io/kal/data/id/resource/library/Mobile,2010-03,234
http://datadock.io/kal/data/id/resource/library/Mobile,2010-04,234
http://datadock.io/kal/data/id/resource/library/Mobile,2010-05,381
http://datadock.io/kal/data/id/resource/library/Mobile,2010-06,381
http://datadock.io/kal/data/id/resource/library/Mobile,2010-07,258
http://datadock.io/kal/data/id/resource/library/Mobile,2010-08,239
http://datadock.io/kal/data/id/resource/library/Mobile,2010-09,266
http://datadock.io/kal/data/id/resource/library/Mobile,2010-10,221
http://datadock.io/kal/data/id/resource/library/Mobile,2010-11,847
http://datadock.io/kal/data/id/resource/library/Mobile,2011-01,1123
http://datadock.io/kal/data/id/resource/library/Mobile,2011-02,401
http://datadock.io/kal/data/id/resource/library/Mobile,2011-03,1097
http://datadock.io/kal/data/id/resource/library/Mobile,2011-04,797
http://datadock.io/kal/data/id/resource/library/Mobile,2011-05,1009
http://datadock.io/kal/data/id/resource/library/Mobile,2011-06,1383
http://datadock.io/kal/data/id/resource/library/Mobile,2011-07,1412
http://datadock.io/kal/data/id/resource/library/Mobile,2011-08,1424
http://datadock.io/kal/data/id/resource/library/Mobile,2011-09,946
http://datadock.io/kal/data/id/resource/library/Mobile,2011-10,1506
http://datadock.io/kal/data/id/resource/library/Mobile,2011-11,1354
http://datadock.io/kal/data/id/resource/library/Mobile,2011-12,763
http://datadock.io/kal/data/id/resource/library/Mobile,2012-01,1053
http://datadock.io/kal/data/id/resource/library/Mobile,2012-02,897
http://datadock.io/kal/data/id/resource/library/Mobile,2012-03,806
http://datadock.io/kal/data/id/resource/library/Mobile,2012-04,45
http://datadock.io/kal/data/id/resource/library/Moorside,2008-04,182
http://datadock.io/kal/data/id/resource/library/Moorside,2008-05,433
http://datadock.io/kal/data/id/resource/library/Moorside,2008-06,433
http://datadock.io/kal/data/id/resource/library/Moorside,2008-07,433
http://datadock.io/kal/data/id/resource/library/Moorside,2008-08,164
http://datadock.io/kal/data/id/resource/library/Moorside,2008-09,164
http://datadock.io/kal/data/id/resource/library/Moorside,2008-10,164
http://datadock.io/kal/data/id/resource/library/Moorside,2008-11,134
http://datadock.io/kal/data/id/resource/library/Moorside,2008-12,134
http://datadock.io/kal/data/id/resource/library/Moorside,2009-01,134
http://datadock.io/kal/data/id/resource/library/Moorside,2009-02,286
http://datadock.io/kal/data/id/resource/library/Moorside,2009-03,286
http://datadock.io/kal/data/id/resource/library/Moorside,2009-04,286
http://datadock.io/kal/data/id/resource/library/Moorside,2009-05,472
http://datadock.io/kal/data/id/resource/library/Moorside,2009-06,472
http://datadock.io/kal/data/id/resource/library/Moorside,2009-07,472
http://datadock.io/kal/data/id/resource/library/Moorside,2009-08,165
http://datadock.io/kal/data/id/resource/library/Moorside,2009-09,165
http://datadock.io/kal/data/id/resource/library/Moorside,2009-10,165
http://datadock.io/kal/data/id/resource/library/Moorside,2009-11,130
http://datadock.io/kal/data/id/resource/library/Moorside,2009-12,130
http://datadock.io/kal/data/id/resource/library/Moorside,2010-01,130
http://datadock.io/kal/data/id/resource/library/Moorside,2010-02,208
http://datadock.io/kal/data/id/resource/library/Moorside,2010-03,208
http://datadock.io/kal/data/id/resource/library/Moorside,2010-04,24
http://datadock.io/kal/data/id/resource/library/Moorside,2010-05,255
http://datadock.io/kal/data/id/resource/library/Moorside,2010-06,257
http://datadock.io/kal/data/id/resource/library/Moorside,2010-07,355
http://datadock.io/kal/data/id/resource/library/Moorside,2010-08,260
http://datadock.io/kal/data/id/resource/library/Moorside,2010-09,397
http://datadock.io/kal/data/id/resource/library/Moorside,2010-10,337
http://datadock.io/kal/data/id/resource/library/Moorside,2010-11,485
http://datadock.io/kal/data/id/resource/library/Moorside,2010-12,358
http://datadock.io/kal/data/id/resource/library/Moorside,2011-01,314
http://datadock.io/kal/data/id/resource/library/Moorside,2011-02,236
http://datadock.io/kal/data/id/resource/library/Moorside,2011-03,343
http://datadock.io/kal/data/id/resource/library/Moorside,2011-04,265
http://datadock.io/kal/data/id/resource/library/Moorside,2011-05,271
http://datadock.io/kal/data/id/resource/library/Moorside,2011-06,354
http://datadock.io/kal/data/id/resource/library/Moorside,2011-07,467
http://datadock.io/kal/data/id/resource/library/Moorside,2011-08,436
http://datadock.io/kal/data/id/resource/library/Moorside,2011-09,381
http://datadock.io/kal/data/id/resource/library/Moorside,2011-10,308
http://datadock.io/kal/data/id/resource/library/Moorside,2011-11,172
http://datadock.io/kal/data/id/resource/library/Moorside,2011-12,82
http://datadock.io/kal/data/id/resource/library/Moorside,2012-01,293
http://datadock.io/kal/data/id/resource/library/Moorside,2012-02,88
http://datadock.io/kal/data/id/resource/library/Moorside,2012-03,403
http://datadock.io/kal/data/id/resource/library/Moorside,2012-04,406
http://datadock.io/kal/data/id/resource/library/Moorside,2012-05,448
http://datadock.io/kal/data/id/resource/library/Moorside,2012-06,334
http://datadock.io/kal/data/id/resource/library/Moorside,2012-07,399
http://datadock.io/kal/data/id/resource/library/Moorside,2012-08,109
http://datadock.io/kal/data/id/resource/library/Moorside,2012-09,135
http://datadock.io/kal/data/id/resource/library/Moorside,2012-10,360
http://datadock.io/kal/data/id/resource/library/Moorside,2012-11,392
http://datadock.io/kal/data/id/resource/library/Moorside,2012-12,257
http://datadock.io/kal/data/id/resource/library/Moorside,2013-01,305
http://datadock.io/kal/data/id/resource/library/Moorside,2013-02,220
http://datadock.io/kal/data/id/resource/library/Moorside,2013-03,246
http://datadock.io/kal/data/id/resource/library/Moorside,2013-04,233
http://datadock.io/kal/data/id/resource/library/Moorside,2013-05,288
http://datadock.io/kal/data/id/resource/library/Moorside,2013-06,270
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-04,828
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-05,689
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-06,689
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-07,689
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-08,650
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-09,650
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-10,650
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-11,962
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-12,962
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-01,962
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-02,563
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-03,563
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-04,563
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-05,2929
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-06,2929
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-07,2929
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-08,2370
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-09,2370
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-10,2370
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-11,2379
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-12,2379
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-01,2379
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-02,2084
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-03,2084
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-04,42
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-05,564
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-06,9
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-07,47
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-08,140
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-09,68
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-10,12
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-11,422
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-12,17
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-02,456
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-03,538
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-04,323
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-05,527
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-06,423
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-07,500
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-08,329
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-09,300
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-10,164
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-11,272
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2011-12,211
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2012-01,133
