Library,month,enquiries
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-06,147
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-07,147
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-08,204
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-09,204
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-10,204
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-11,126
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-12,126
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-01,126
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-02,130
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-03,130
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-04,29
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-05,114
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-06,104
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-07,150
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-08,65
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-09,120
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-10,69
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-11,310
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-12,168
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-01,390
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-02,401
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-03,457
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-04,271
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-05,278
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-06,256
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-07,255
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-08,338
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-09,381
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-10,417
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-11,124
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-12,272
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-01,282
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-02,264
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-03,323
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-04,289
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-05,291
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-06,187
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-07,112
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-08,333
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-09,422
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-10,316
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-11,230
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-12,226
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-01,316
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-02,73
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-03,283
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-04,274
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-05,149
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-06,105
http://datadock.io/kal/data/id/resource/library/East End,2008-04,3094
http://datadock.io/kal/data/id/resource/library/East End,2008-05,3623
http://datadock.io/kal/data/id/resource/library/East End,2008-06,3623
http://datadock.io/kal/data/id/resource/library/East End,2008-07,3623
http://datadock.io/kal/data/id/resource/library/East End,2008-08,2717
http://datadock.io/kal/data/id/resource/library/East End,2008-09,2717
http://datadock.io/kal/data/id/resource/library/East End,2008-10,2717
http://datadock.io/kal/data/id/resource/library/East End,2008-11,2795
http://datadock.io/kal/data/id/resource/library/East End,2008-12,2795
http://datadock.io/kal/data/id/resource/library/East End,2009-01,2795
http://datadock.io/kal/data/id/resource/library/East End,2009-02,3627
http://datadock.io/kal/data/id/resource/library/East End,2009-03,3627
http://datadock.io/kal/data/id/resource/library/East End,2009-04,3627
http://datadock.io/kal/data/id/resource/library/East End,2009-05,2986
http://datadock.io/kal/data/id/resource/library/East End,2009-06,2986
http://datadock.io/kal/data/id/resource/library/East End,2009-07,2986
http://datadock.io/kal/data/id/resource/library/East End,2009-08,2535
http://datadock.io/kal/data/id/resource/library/East End,2009-09,2535
http://datadock.io/kal/data/id/resource/library/East End,2009-10,2535
http://datadock.io/kal/data/id/resource/library/East End,2009-11,3904
http://datadock.io/kal/data/id/resource/library/East End,2009-12,3904
http://datadock.io/kal/data/id/resource/library/East End,2010-01,3904
http://datadock.io/kal/data/id/resource/library/East End,2010-02,4719
http://datadock.io/kal/data/id/resource/library/East End,2010-03,4719
http://datadock.io/kal/data/id/resource/library/East End,2010-04,639
http://datadock.io/kal/data/id/resource/library/East End,2010-05,902
http://datadock.io/kal/data/id/resource/library/East End,2010-06,269
http://datadock.io/kal/data/id/resource/library/East End,2010-07,813
http://datadock.io/kal/data/id/resource/library/East End,2010-08,1115
http://datadock.io/kal/data/id/resource/library/East End,2010-09,401
http://datadock.io/kal/data/id/resource/library/East End,2010-10,119
http://datadock.io/kal/data/id/resource/library/East End,2010-11,4838
http://datadock.io/kal/data/id/resource/library/East End,2010-12,3884
http://datadock.io/kal/data/id/resource/library/East End,2011-01,5487
http://datadock.io/kal/data/id/resource/library/East End,2011-02,5315
http://datadock.io/kal/data/id/resource/library/East End,2011-03,5923
http://datadock.io/kal/data/id/resource/library/East End,2011-04,4038
http://datadock.io/kal/data/id/resource/library/East End,2011-05,4688
http://datadock.io/kal/data/id/resource/library/East End,2011-06,5982
http://datadock.io/kal/data/id/resource/library/East End,2011-07,6214
http://datadock.io/kal/data/id/resource/library/East End,2011-08,6369
http://datadock.io/kal/data/id/resource/library/East End,2011-09,5297
http://datadock.io/kal/data/id/resource/library/East End,2011-10,6052
http://datadock.io/kal/data/id/resource/library/East End,2011-11,4420
http://datadock.io/kal/data/id/resource/library/East End,2011-12,4096
http://datadock.io/kal/data/id/resource/library/East End,2012-01,3563
http://datadock.io/kal/data/id/resource/library/East End,2012-02,5789
http://datadock.io/kal/data/id/resource/library/East End,2012-03,6592
http://datadock.io/kal/data/id/resource/library/East End,2012-04,5954
http://datadock.io/kal/data/id/resource/library/East End,2012-05,6464
http://datadock.io/kal/data/id/resource/library/East End,2012-06,6257
http://datadock.io/kal/data/id/resource/library/East End,2012-07,9397
http://datadock.io/kal/data/id/resource/library/East End,2012-08,9813
http://datadock.io/kal/data/id/resource/library/East End,2012-09,8596
http://datadock.io/kal/data/id/resource/library/East End,2012-10,8412
http://datadock.io/kal/data/id/resource/library/East End,2012-11,8526
http://datadock.io/kal/data/id/resource/library/East End,2012-12,7196
http://datadock.io/kal/data/id/resource/library/East End,2013-01,7899
http://datadock.io/kal/data/id/resource/library/East End,2013-02,8087
http://datadock.io/kal/data/id/resource/library/East End,2013-03,8810
http://datadock.io/kal/data/id/resource/library/East End,2013-04,8561
http://datadock.io/kal/data/id/resource/library/East End,2013-05,4248
http://datadock.io/kal/data/id/resource/library/East End,2013-06,7433
http://datadock.io/kal/data/id/resource/library/East End,2013-07,7420
http://datadock.io/kal/data/id/resource/library/East End,2013-08,7550
http://datadock.io/kal/data/id/resource/library/East End,2013-09,7389
http://datadock.io/kal/data/id/resource/library/East End,2013-10,6228
http://datadock.io/kal/data/id/resource/library/East End,2013-11,6485
http://datadock.io/kal/data/id/resource/library/East End,2013-12,3745
http://datadock.io/kal/data/id/resource/library/East End,2014-01,4316
http://datadock.io/kal/data/id/resource/library/East End,2014-02,3945
http://datadock.io/kal/data/id/resource/library/East End,2014-03,4019
http://datadock.io/kal/data/id/resource/library/East End,2014-04,3625
http://datadock.io/kal/data/id/resource/library/East End,2014-05,3855
http://datadock.io/kal/data/id/resource/library/East End,2014-06,4943
http://datadock.io/kal/data/id/resource/library/East End,2014-07,5039
http://datadock.io/kal/data/id/resource/library/East End,2014-08,4188
http://datadock.io/kal/data/id/resource/library/East End,2014-09,4293
http://datadock.io/kal/data/id/resource/library/East End,2014-10,5075
http://datadock.io/kal/data/id/resource/library/East End,2014-11,4204
http://datadock.io/kal/data/id/resource/library/East End,2014-12,3291
http://datadock.io/kal/data/id/resource/library/East End,2015-01,4067
http://datadock.io/kal/data/id/resource/library/East End,2015-02,3903
http://datadock.io/kal/data/id/resource/library/East End,2015-03,3286
http://datadock.io/kal/data/id/resource/library/East End,2015-04,3181
http://datadock.io/kal/data/id/resource/library/East End,2015-05,1778
http://datadock.io/kal/data/id/resource/library/East End,2015-06,3715
http://datadock.io/kal/data/id/resource/library/East End,2015-07,6217
http://datadock.io/kal/data/id/resource/library/East End,2015-08,5774
http://datadock.io/kal/data/id/resource/library/East End,2015-09,5915
http://datadock.io/kal/data/id/resource/library/East End,2015-10,6916
http://datadock.io/kal/data/id/resource/library/East End,2015-11,5747
http://datadock.io/kal/data/id/resource/library/East End,2015-12,4910
http://datadock.io/kal/data/id/resource/library/East End,2016-01,5185
http://datadock.io/kal/data/id/resource/library/East End,2016-02,5987
http://datadock.io/kal/data/id/resource/library/East End,2016-03,5341
http://datadock.io/kal/data/id/resource/library/East End,2016-04,6506
http://datadock.io/kal/data/id/resource/library/East End,2016-05,62
http://datadock.io/kal/data/id/resource/library/East End,2016-07,1578
http://datadock.io/kal/data/id/resource/library/East End,2016-08,3807
http://datadock.io/kal/data/id/resource/library/East End,2016-09,3743
http://datadock.io/kal/data/id/resource/library/East End,2016-10,6914
http://datadock.io/kal/data/id/resource/library/East End,2016-11,2237
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-04,680
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-05,568
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-06,568
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-07,568
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-08,490
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-09,490
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-10,490
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-02,472
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-03,472
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-04,472
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-05,442
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-06,442
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-07,442
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-08,260
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-09,260
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-10,260
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-11,321
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-12,321
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-01,321
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-02,373
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-03,373
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-04,141
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-05,215
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-06,244
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-07,217
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-08,232
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-09,226
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-10,193
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-11,753
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-12,418
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-01,570
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-02,520
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-03,618
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-04,410
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-05,499
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-06,527
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-07,607
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-08,618
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-09,405
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-10,356
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-11,318
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-12,176
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-01,241
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-02,288
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-03,268
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-04,200
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-05,160
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-06,197
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-07,198
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-08,218
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-09,243
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-10,260
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-11,256
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-12,204
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-01,263
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-02,272
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-03,357
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-04,374
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-05,415
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-06,315
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-07,395
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-08,469
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-09,438
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-10,373
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-11,240
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-12,189
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-01,219
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-02,267
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-03,244
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-04,200
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-05,179
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-06,109
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-07,179
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-08,134
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-09,144
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-10,170
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-11,216
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-12,106
http://datadock.io/kal/data/id/resource/library/Fawdon,2015-01,172
http://datadock.io/kal/data/id/resource/library/Fawdon,2015-02,220
http://datadock.io/kal/data/id/resource/library/Fawdon,2015-03,87
http://datadock.io/kal/data/id/resource/library/Fenham,2008-05,1391
http://datadock.io/kal/data/id/resource/library/Fenham,2008-06,1391
http://datadock.io/kal/data/id/resource/library/Fenham,2008-07,1391
http://datadock.io/kal/data/id/resource/library/Fenham,2008-08,940
http://datadock.io/kal/data/id/resource/library/Fenham,2008-09,940
http://datadock.io/kal/data/id/resource/library/Fenham,2008-10,940
http://datadock.io/kal/data/id/resource/library/Fenham,2008-11,1127
http://datadock.io/kal/data/id/resource/library/Fenham,2008-12,1127
http://datadock.io/kal/data/id/resource/library/Fenham,2009-01,1127
http://datadock.io/kal/data/id/resource/library/Fenham,2009-02,1192
http://datadock.io/kal/data/id/resource/library/Fenham,2009-03,1192
http://datadock.io/kal/data/id/resource/library/Fenham,2009-04,1192
http://datadock.io/kal/data/id/resource/library/Fenham,2009-05,1543
http://datadock.io/kal/data/id/resource/library/Fenham,2009-06,1543
http://datadock.io/kal/data/id/resource/library/Fenham,2009-07,1543
http://datadock.io/kal/data/id/resource/library/Fenham,2009-08,1421
http://datadock.io/kal/data/id/resource/library/Fenham,2009-09,1421
http://datadock.io/kal/data/id/resource/library/Fenham,2009-10,1421
http://datadock.io/kal/data/id/resource/library/Fenham,2009-11,1465
http://datadock.io/kal/data/id/resource/library/Fenham,2009-12,1465
http://datadock.io/kal/data/id/resource/library/Fenham,2010-01,1465
http://datadock.io/kal/data/id/resource/library/Fenham,2010-02,2565
http://datadock.io/kal/data/id/resource/library/Fenham,2010-03,2565
http://datadock.io/kal/data/id/resource/library/Fenham,2010-04,81
http://datadock.io/kal/data/id/resource/library/Fenham,2010-05,921
http://datadock.io/kal/data/id/resource/library/Fenham,2010-06,738
http://datadock.io/kal/data/id/resource/library/Fenham,2010-07,795
http://datadock.io/kal/data/id/resource/library/Fenham,2010-08,828
http://datadock.io/kal/data/id/resource/library/Fenham,2010-09,664
http://datadock.io/kal/data/id/resource/library/Fenham,2010-10,282
http://datadock.io/kal/data/id/resource/library/Fenham,2010-11,2640
http://datadock.io/kal/data/id/resource/library/Fenham,2010-12,283
http://datadock.io/kal/data/id/resource/library/Fenham,2011-03,1500
http://datadock.io/kal/data/id/resource/library/Fenham,2011-04,1299
http://datadock.io/kal/data/id/resource/library/Fenham,2011-05,1679
http://datadock.io/kal/data/id/resource/library/Fenham,2011-06,1642
http://datadock.io/kal/data/id/resource/library/Fenham,2011-07,2095
http://datadock.io/kal/data/id/resource/library/Fenham,2011-08,2417
http://datadock.io/kal/data/id/resource/library/Fenham,2011-09,2194
http://datadock.io/kal/data/id/resource/library/Fenham,2011-10,2113
http://datadock.io/kal/data/id/resource/library/Fenham,2011-11,1589
http://datadock.io/kal/data/id/resource/library/Fenham,2011-12,1103
http://datadock.io/kal/data/id/resource/library/Fenham,2012-01,1793
http://datadock.io/kal/data/id/resource/library/Fenham,2012-02,1680
http://datadock.io/kal/data/id/resource/library/Fenham,2012-03,1513
http://datadock.io/kal/data/id/resource/library/Fenham,2012-04,1764
http://datadock.io/kal/data/id/resource/library/Fenham,2012-05,1332
http://datadock.io/kal/data/id/resource/library/Fenham,2012-06,1385
http://datadock.io/kal/data/id/resource/library/Fenham,2012-07,1801
http://datadock.io/kal/data/id/resource/library/Fenham,2012-08,1823
http://datadock.io/kal/data/id/resource/library/Fenham,2012-09,2084
http://datadock.io/kal/data/id/resource/library/Fenham,2012-10,2014
http://datadock.io/kal/data/id/resource/library/Fenham,2012-11,1888
http://datadock.io/kal/data/id/resource/library/Fenham,2012-12,1310
http://datadock.io/kal/data/id/resource/library/Fenham,2013-01,2155
http://datadock.io/kal/data/id/resource/library/Fenham,2013-02,1783
http://datadock.io/kal/data/id/resource/library/Fenham,2013-03,1874
http://datadock.io/kal/data/id/resource/library/Fenham,2013-04,1793
http://datadock.io/kal/data/id/resource/library/Fenham,2013-05,1554
http://datadock.io/kal/data/id/resource/library/Fenham,2013-06,1810
http://datadock.io/kal/data/id/resource/library/Fenham,2013-07,1720
http://datadock.io/kal/data/id/resource/library/Fenham,2013-08,1932
http://datadock.io/kal/data/id/resource/library/Fenham,2013-09,1741
http://datadock.io/kal/data/id/resource/library/Fenham,2014-03,2185
http://datadock.io/kal/data/id/resource/library/Fenham,2014-04,1610
http://datadock.io/kal/data/id/resource/library/Fenham,2014-05,1876
http://datadock.io/kal/data/id/resource/library/Fenham,2014-06,2635
http://datadock.io/kal/data/id/resource/library/Fenham,2014-07,1735
http://datadock.io/kal/data/id/resource/library/Fenham,2014-08,1164
http://datadock.io/kal/data/id/resource/library/Fenham,2014-09,2449
http://datadock.io/kal/data/id/resource/library/Fenham,2014-10,1508
http://datadock.io/kal/data/id/resource/library/Fenham,2014-11,1204
http://datadock.io/kal/data/id/resource/library/Fenham,2014-12,801
http://datadock.io/kal/data/id/resource/library/Fenham,2015-01,1671
http://datadock.io/kal/data/id/resource/library/Fenham,2015-02,1324
http://datadock.io/kal/data/id/resource/library/Fenham,2015-03,1488
http://datadock.io/kal/data/id/resource/library/Fenham,2015-04,1486
http://datadock.io/kal/data/id/resource/library/Fenham,2015-05,1103
http://datadock.io/kal/data/id/resource/library/Fenham,2015-06,1341
http://datadock.io/kal/data/id/resource/library/Fenham,2015-07,1654
http://datadock.io/kal/data/id/resource/library/Fenham,2015-08,1113
http://datadock.io/kal/data/id/resource/library/Fenham,2015-09,1386
http://datadock.io/kal/data/id/resource/library/Fenham,2015-10,1492
http://datadock.io/kal/data/id/resource/library/Fenham,2015-11,1172
http://datadock.io/kal/data/id/resource/library/Fenham,2015-12,788
http://datadock.io/kal/data/id/resource/library/Fenham,2016-01,1149
http://datadock.io/kal/data/id/resource/library/Fenham,2016-02,1169
http://datadock.io/kal/data/id/resource/library/Fenham,2016-03,1128
http://datadock.io/kal/data/id/resource/library/Fenham,2016-04,1206
http://datadock.io/kal/data/id/resource/library/Fenham,2016-05,729
http://datadock.io/kal/data/id/resource/library/Fenham,2016-06,910
http://datadock.io/kal/data/id/resource/library/Fenham,2016-07,963
http://datadock.io/kal/data/id/resource/library/Fenham,2016-08,1014
http://datadock.io/kal/data/id/resource/library/Fenham,2016-09,1254
http://datadock.io/kal/data/id/resource/library/Fenham,2016-10,908
http://datadock.io/kal/data/id/resource/library/Fenham,2016-11,810
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-04,3722
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-05,2994
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-06,2994
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-07,2994
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-08,3722
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-09,3722
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-10,3722
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-11,2778
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-12,2778
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-01,2778
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-02,4368
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-03,4368
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-04,4368
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-05,3354
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-06,3354
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-07,3354
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-08,2526
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-09,2526
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-10,2526
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-11,2184
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-12,2184
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-01,2184
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-02,3376
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-03,3376
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-04,1939
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-05,1674
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-06,1139
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-07,1161
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-08,1390
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-09,1128
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-10,694
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-11,3368
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-12,2536
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-01,3621
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-02,4155
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-03,4012
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-04,3065
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-05,3448
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-06,4223
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-07,4046
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-08,5088
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-09,4410
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-10,4837
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-11,4181
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-12,3071
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-01,3886
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-02,3622
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-03,3725
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-04,3308
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-05,3520
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-06,3408
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-07,4386
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-08,4943
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-09,5159
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-10,4254
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-11,4124
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-12,2982
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-01,3214
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-02,3670
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-03,3619
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-04,3726
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-05,4228
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-06,3678
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-07,4455
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-08,4182
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-09,4304
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-10,4254
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-11,3842
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-12,2632
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-01,3620
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-02,3410
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-03,3555
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-04,3243
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-05,2988
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-06,3022
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-07,4251
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-08,4624
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-09,5204
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-10,5249
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-11,4922
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-12,3850
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-01,4770
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-02,4521
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-03,5684
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-04,5045
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-05,6220
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-06,6211
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-07,6332
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-08,6115
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-09,5360
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-10,6650
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-11,5936
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-12,4131
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-01,4721
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-02,5308
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-03,5598
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-04,5567
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-05,3640
